UserID,Date,Comment
Maya Winters,2025-03-12 07:59:01+00:00,"#TikTok is owned by #ByteDance. Since when dose #XiJinping have a say over what a private company dose? Frankly, #ByteDance would be insane to sell it's #US branch to #WashingtonDC, best to close it down & they won't have to deal with any more paranoid idots."
Hattie L. Carlis,2025-03-12 09:51:34+00:00,IT IS NOT CHINESE OWNED!!!!
LurnYu,2025-03-12 12:50:56+00:00,今日首笑
雪菜,2025-03-12 15:33:02+00:00,"Yes, TikTok belongs to CCP"
Alex,2025-03-13 03:23:41+00:00,You are a fucking idiot.
鍾智賢,2025-03-16 02:11:38+00:00,God bless
one_leaf,2025-03-11 19:48:11+00:00,"Tiktok has been ruining very well without your ""tell"" for multiple years. to ban an international business is just an reflection of the rot business environment"
john murphy,2025-03-11 21:30:14+00:00,This country is and has been playing mind games as well  .
NeoCon,2025-03-11 23:24:58+00:00,Trump is doing everything possible to keep TikTok in Chinese hands
Michael Norinsberg,2025-03-11 23:33:33+00:00,Kyle I almost always agree with you but have we gotten to a point as a people where some communist bastards through an dumb app can influence us? What’s happened to this country? I’m a conservative and I’m watching DOGE. I want to see real cuts not a bunch of hokum about TikTok…
litz bochum,2025-03-11 23:57:56+00:00,"Do you think what Trump had suggested: 50% US ownership without the sale of algorithms, is sufficient for a qualified divesture required by law?"
MugsyTheCreator,2025-03-12 04:34:39+00:00,"Small business don’t have the money to pay lobbyists to develop a marketing campaign to fight the government’s regulation on the issue. 

That is how I know it’s propaganda."
entertainer,2025-03-12 05:57:47+00:00,Classic DIVIDE AND CONQUER strategy to get Americans to fight Americans.
Paul M,2025-03-12 08:45:53+00:00,Most investors in. TikTok are foreigners
CITg3,2025-03-12 10:52:20+00:00,Are those Ads a grand fabrication....
GRoutine7,2025-03-12 11:47:30+00:00,"@grok
 What do you think about this kind of thing? The CCP threat is only showing the tip of the iceberg."
dong,2025-03-12 15:19:12+00:00,CCP is liars
tantael,2025-03-12 15:35:16+00:00,Free market?
Ainikar Abdullah stand with Uyghur,2025-03-13 05:28:35+00:00,"Let Americans comment
#DeepSeek  x.com/GordonGChang/s…"
NY_leviathan,2025-03-13 06:15:25+00:00,But the problem is that the CCP’s TikTok is still smoothly running in the U.S. again.
melonzer0,2025-03-20 02:28:34+00:00,"China, Russia, Iran, blablabla.
Fucking zio scum"
JThomasLaw,2025-03-11 20:20:48+00:00,"TikTok is a CCP spy app used to collect data, push Marxist / Pro-China propaganda, & negatively shape cultural norms in our youth. A ban would suggest China prioritizes control & strongman nationalism over economic gain & integration."
Erik2,2025-03-12 09:13:33+00:00,but when china say “american companies MUST FOLLOW CHINA LAWS” suddenly it’s “opression”  sure dipshit
what_about_bob,2025-03-12 03:51:15+00:00,You’re blaming a social media platform for the ineptitude of our government and not the tech boom investors from the same country. You’ll find ccp money in every tech and med research program in the US but the sourdough influencers need to be stopped
modest,2025-03-12 06:19:36+00:00,"Refute his remarks for me!  
@grok"
taibazild,2025-03-12 06:48:23+00:00,Fk u boneheaded loser
chiefkid,2025-03-12 07:05:25+00:00,Who cares what your government says
喵呜,2025-03-12 08:13:25+00:00,"The Chinese government and businessmen are highly intelligent and well-educated, while the Trump administration and MAGA have no chance of defeating them."
Awakening,2025-03-12 08:52:55+00:00,"With nonsense excuses, China assets have been stealing by the west…"
The Silent Observer,2025-03-12 08:53:05+00:00,"Are you on fentanyl? 

No good to your brain, mate."
Sun Tzu’s burner account,2025-03-12 10:14:31+00:00,"Big businesses in America are mostly owned by the J that has bank accounts in Israel, what are your stance on foreign influences?"
看什么看,2025-03-12 11:50:31+00:00,美国这种劣等杂种集合体在处于劣势的时候真是什么规则都会抛弃，我可以这么说，美国的衰落是不可避免的，因为体制不行，人种也不行，杂交的后代一般都会弱于纯种的，就像水稻需要多代杂交才会产生一个优良品种
Starfish,2025-03-12 12:50:10+00:00,"America reminds me of a bull trapped in a china shop. It is running around destroying everything around it, whether it be China or its own American corporations. It will only stop once everything is broken."
Stan Thye,2025-03-12 14:42:25+00:00,"FYI tiktok is a registered American company with only 40%shares owned by Bytedance,40%by American investment companies,20% by users. So what's the fuss ?"
NeoRedPill,2025-03-12 23:52:02+00:00,US is rober
Lakeman,2025-03-13 00:01:09+00:00,"CCP always lies, who verify there are 7 million US  small businesses relying on TikTok? 
If they don’t sell it to a US owner, Close it today to stop it continuing spreading fake news and brainwashing our kids!"
杜应红,2025-03-13 00:07:09+00:00,"There should be no illusions of sale! This is President Trump’s mistake because this is the enemy’s cyber weapon, not ordinary business! It should be completely blocked immediately!"
Andy Peng,2025-03-13 01:05:51+00:00,Tiktok itself is the CCP’s global propaganda platform and a tool for collecting personal information. It should be completely banned.
瀛洲海客,2025-03-13 10:35:08+00:00,美国的新闻自由就是个笑话，和它的贸易自由一样的笑话，美帝说谎言与愚蠢已经跟不上中国综合发展的水平
Li Deliang,2025-03-13 13:25:43+00:00,Are Americans so gullible?
TominAZ,2025-03-13 16:46:09+00:00,Any thing else you want the US to steal?
The Star Press,2025-03-29 17:00:44+00:00,"If ByteDance does not divest TikTok by April 5, the app could go dark once again. President Trump has already addressed how he plans to prevent the ban."
witch queen,2025-03-03 18:17:18+00:00,"banlanma sebebi cumhuriyetçi bi senatörün sağlık dolandırıcılığı yaptığını ima etmesi. yani bir habere tepki gösterirken ""healthcare dolandırıcılığını umursasanız rick scott'ı öldürtürdünüz"" diyor. burada idam ve cezalandırmayı kastediyor ama libs of tiktok diye abd'nin rende binası hesabı sayılabilecek bi hesap tarafından hedef gösteriliyor."
witch queen,2025-03-04 16:52:01+00:00,bizim sığırlar da başı sonu contexti belli olmayan bu habere sevinmişler. amerika'da zaten 3 tane falan solcu yayıncı var artık onlar da hedef tahtasına konuyor bunun ifade özgürlüğü ve dünyanın sağa kayışı adına korkunç bi gelişme olduğunun farkında değiller. akp gençliği...
witch queen,2025-03-04 16:58:21+00:00,sağlık sisteminin boktanlığını ve dolandırıcılığını konuşan herkes aşırı ağır bi şekilde tepki görüyor ve adamın gelişinin daha 2. ayı. luigi'yi sahte kanıtlarla idam ettirecekler. bu konulara dokunan yanıyor. ama aynen avel gibi sevinin bi diktatör daha lazım dünyaya çünkü.
odyse,2025-03-05 10:08:17+00:00,Bize ne? Güney kıbrıslılarla ermeniler kurtarsın işte bunu
Hoof Hearted,2025-03-04 23:25:07+00:00,Tüh keşke pezevenk olduğu için banlansaydı
olmayan ulkeci,2025-03-05 14:27:09+00:00,abla ahmet akın istismar olayına bakar mısın
orhun tuncel,2025-03-04 18:52:14+00:00,bu terör propogandacısı türk düşmanı orospu ewladını sırf oje sürüyo diye sawunmuyosa tüm hamas militanları götümü siksin
Simone Lemken,2025-03-30 08:23:26+00:00,"Urge Governments to Pressurise TikTok to Ban Chinese Cat-Torture Clubs - Sign the Petition! https://chng.it/NTdKSK8Fhr via 
@ChangeGER"
StarBoySAR,2025-03-29 11:28:37+00:00,"TikTok ban backfire alert!  

After curious ""TikTok refugees"" flocked to Rednote, they're now discovering the heartwarming, authentic side of China in person, moving beyond western anti-China stereotypes and gaining a deeper understanding of the culture and its people 

From joyful reunions to genuine connections, these stories are reshaping perceptions and, in a way, boosting China's soft power.  Who knew that the threat of the US TikTok ban could spark such a desire to explore the real China? Fostering understanding and friendship across cultural divides.

Check out the tales of friendship, culture, and shared humanity! 
https://thechinaacademy.org/what-happened-to-tiktok-refugee-now/…

#Rednote #China #CulturalExchange #TikTokRefugees"
Ben 班杰明,2025-03-30 00:35:38+00:00,A big win for global peace and understanding efforts
Wall Street Mav,2025-03-15 13:15:00+00:00,BREAKING- TikTok will add screen time limits for teens.
totinho,2025-03-15 13:15:44+00:00,Nice move
legislation,2025-03-15 13:24:12+00:00,Parents decision but I like the idea
Barefoot Pregnant,2025-03-15 13:29:09+00:00,The algorithm needs a break too!
Fat Guy,2025-03-15 13:15:53+00:00,Wow
thutski,2025-03-15 13:15:59+00:00,"too little, too late"
Dippy.eth,2025-03-15 13:18:26+00:00,Gotta be their best update so far.
MBΞ,2025-03-15 13:19:43+00:00,this is a good news.
joey.,2025-03-15 13:35:32+00:00,My little sister needs screen time limits.
nacholover8888,2025-03-16 01:50:32+00:00,Awesome!
Yip,2025-03-15 13:19:21+00:00,"This is terrifying… teens are already struggling with mental health, and TikTok’s screen time limits feel like too little, too late. What about the endless toxic content they’ve already been exposed to?"
Alexandra Walker,2025-03-15 13:22:44+00:00,There should be screen time limits for ALL ages.. 4 hours pass by before you even know it!
Dividend Disruptor,2025-03-15 13:45:38+00:00,"The need to incorporate the ""Shut it off until they are out of school"" setting."
Antithetical Way,2025-03-15 13:16:27+00:00,And teens will lie about their age.
The Retirement Coin,2025-03-15 13:18:13+00:00,"Great idea, imaging how life changing that will be!"
AndrewFAFO,2025-03-15 13:17:41+00:00,LOL because parenting doesn’t exist anymore
Monaco Freedom,2025-03-15 13:19:00+00:00,How is that even possible? People will just put a fake age…
think different | kolin,2025-03-15 13:19:13+00:00,Wrong approach. Let teens make their own choices. Time limits don't solve addiction - they just create artificial barriers. Better to teach healthy engagement with technology.
Sophia Davies,2025-03-15 13:19:49+00:00,"This is indeed a good idea, but how does TikTok verify identity?"
Charliecoin,2025-03-15 13:21:03+00:00,Need this for some of the dumbasses on X.
nox,2025-03-15 13:15:26+00:00,teens about to discover the outside world exists
꧁𓊈𒆜🅻🅸🆅🅸🅽🅷𒆜𓊉꧂ 𝕏,2025-03-15 13:16:49+00:00,Nice
Kathy Dimitriadi,2025-03-15 13:18:44+00:00,Hmmm  how will it know they’re teens
joEl-a,2025-03-15 13:21:10+00:00,TikTok shouldn’t be permitted for use to anyone under 18.
Legion,2025-03-15 13:22:56+00:00,As they should
Legion,2025-03-15 13:23:05+00:00,Good Morning
Angie,2025-03-15 13:24:21+00:00,Um...ok. where's Mom and Dad?
LKHL,2025-03-15 13:24:40+00:00,Useless....they simply put in a different birthday
Neil Fotre,2025-03-15 13:24:59+00:00,how?
Libra Laughter,2025-03-15 13:27:10+00:00,"Tik Tok is risky business.

If you like your TT, and want to keep your TT it's easy:

1)  Leave the doors and windows to your home wide open 24/7. Let TT stroll in at any time day or night and make itself comfortable in your life;

2) Immerse yourself in""TT as it stealthily and"
DRGpoolside,2025-03-15 13:27:52+00:00,"That’s weird, I thought Tik-Tok was outlawed."
Kat,2025-03-15 13:28:33+00:00,Good but they need to get rid of the bias algorithm towards conservatives
_PinkWriter_,2025-03-15 13:29:58+00:00,How effective is this remedy?
Jennifer Jacobson,2025-03-15 13:32:34+00:00,Smart.  What is the deal with TikTok these days anyway?
"Kerry knows nothing, observes everything.",2025-03-15 13:32:58+00:00,Fuck sake dumb them down .. let them figure it out like we did at the beginning.
MagaCapricorn,2025-03-15 13:36:07+00:00,Probably needed to happen
_KMar7,2025-03-15 13:37:43+00:00,Add them for ADULTS too
Mannoxi,2025-03-15 13:45:47+00:00,Sounds like a strategy to push your customers to look for alternative platforms.
Patty,2025-03-15 13:57:42+00:00,"Having been a teenager yourself at one point, what do you think teenagers would do in retaliation?"
Demolition Man,2025-03-15 14:31:22+00:00,TikTok in Cantonese means Brain Aids. Fact check that you monsters.
Arthur Dent,2025-03-15 14:50:32+00:00,what about the retarded adults?
Vitamvivere_1,2025-03-15 14:51:54+00:00,They will just swipe left
xORANGEMANx,2025-03-15 14:57:38+00:00,"It will change nothing
Just an sad excuse"
FlippingCoins,2025-03-15 15:21:45+00:00,"Just end that trash platform.  It’s noting but communist electronic warfare aimed directly at our nation’s children and low IQ adults.
I’m sill amazed people think the rise in “alternative lifestyles” amongst teens these days is organic."
Trident,2025-03-15 23:00:51+00:00,will decrease attention span to even lower numbers
Hazzy,2025-03-15 23:19:08+00:00,"Skeptical, very skeptical."
Henry Oldinger,2025-03-15 23:26:32+00:00,‘Dealers now rationing fentanyl on behalf of their consumers’
Edoardo Giordano,2025-03-15 13:19:26+00:00,"Look this 
@LiterallyMeSol"
Riya kumari,2025-03-15 13:16:10+00:00,tiktok should be banned।    #zelena #Tommavi #helevier #sstvi #Trump #GrandeFratello #uzaksehir #shailenzo #BBB25
ArthursOldMan,2025-03-15 13:17:37+00:00,Tik Tok is the fentanyl of the mind for young Americans. Ban it at the border and deport everyone that works for the company. Put America First for once!!!
The Realtor,2025-03-15 13:20:32+00:00,Need it for an adult
CHILLI_RESURRECTION,2025-03-15 13:25:02+00:00,Lol maybe this “buddy” parenting doesn’t work?  Why let apps parent your children.  Stop calling kids buddy and start parenting properly
Austin,2025-03-15 13:28:22+00:00,Nice one
𝕃ouis 𝔸ℝ𝕋ificial,2025-03-15 13:41:17+00:00,"Oh okay

#trump #maga #tommavi #shailenzo #sstvi #yulioli #zelena #zeudi #zeudidipalma #zeudiners #helena #heleners #helenaprestes #helevier #GranHermano #GrandeFratello"
KosmicRift,2025-03-15 14:56:12+00:00,That is actually pretty neat! Teens need to get off their and go out and experience TV as well
Melissa Hallman,2025-03-29 13:39:21+00:00,"As the deadline for ByteDance to divest from social media platform TikTok approaches, the current highest bidder is a stalwart Donald Trump ally with big dreams of revolutionizing social media and the user data trade.

Though Trump attempted to ban the app during his first term, he has since pivoted to trying to save it and extended the deadline for 75 days.

He may have found a partner in Reid Rasner, a Wyoming billionaire whose bid for the platform has overshadowed Elon Musk’s own $44 billion purchase of Twitter. Rasner, for his part, has put forward a $47.45 billion offer that the Trump administration has reviewed, according to NBC News.

“We're nearly $50 billion- $20 billion more than any bid out there. So we are the highest bid at the table,” Rasner said this week on the “Just the News, No Noise” television show. “Not only that, we're delivering a massive, 100 day win for President Trump by creating the sovereign wealth fund. We are donating 5% of our TikTok bid, 5% of $50 billion to the sovereign wealth fund.”"
えるにーにょ,2025-03-30 02:47:32+00:00,"TikTokライブ楽しかったんですけど
初配信で18歳未満認定されてBAN食らいました。

俺何かとBANされすぎじゃない？"
アヒルくん( ᐙ ),2025-03-30 02:48:03+00:00,チビだからじゃない？
えるにーにょ,2025-03-30 02:48:22+00:00,顔しかうつしてねーよ！！！泣
にゃーはる@えるナー,2025-03-30 02:47:58+00:00,俺が寝てる間にそんなことが...ww
なの,2025-03-30 02:48:38+00:00,えるくん幼くて可愛い顔してるもんね♡
Runic,2025-03-30 11:04:43+00:00,小学生判定なのおもしろかった
プラレールヘンリーだにょ,2025-03-30 02:48:01+00:00,え、、、
なの,2025-03-30 02:49:26+00:00,BANはされるが炎上はしない男
ひな,2025-03-30 02:48:01+00:00,BANにーにょ
Kana (かな),2025-03-30 02:48:04+00:00,"もう笑えなくなってる
マジでなんで？？"
ハエ叩き中毒者,2025-03-30 02:48:35+00:00,ネタ提供してくれたんじゃない？
夜彩（彩夏）,2025-03-30 02:48:52+00:00,"なんてこった……
けっこうBANされてるよね
何でだろう"
ぁょ,2025-03-30 02:49:00+00:00,がんばってください！！(?)
あお,2025-03-30 02:49:36+00:00,ちょっと幼い感じの顔してるから赤子だと思われたんじゃない？WWW
りん,2025-03-30 02:49:53+00:00,2025年はBANの年
K.,2025-03-30 02:53:14+00:00,える君って童顔？
もち,2025-03-30 02:56:05+00:00,"寝てたーー
18歳未満だめなんだ"
ホムゲちゃん,2025-03-30 02:57:34+00:00,"VRchatをtiktokライブでやった際にビールやたばこなどの3Dデータが出た際にBANなりました。

もしかしたら、フォトナのスキンがR18判定されたかもしれません。"
優 𓆛𓆜𓆝𓆞𓆟,2025-03-30 03:05:12+00:00,何回BANされるんだぁぁぁぁぁ！！！
ﾘﾝｺﾞｯﾁ,2025-03-30 03:13:35+00:00,あの配信見てたら寝落ちしたから知らなかったけどライブは終了しましたってなってたのはBANだったんだ
もりたま,2025-03-30 03:25:23+00:00,なんだろう童顔なんですよねえるさん
ྀིRULLルル*´꒳`*,2025-03-30 03:39:09+00:00,まぁそういう日もある
田村 漢,2025-03-30 04:15:23+00:00,BANとはもう親友だね（）
kou1135,2025-03-30 04:27:01+00:00,TikTok9アカンウントバン
らるちゃん*𓐍·̩͙,2025-03-30 05:21:43+00:00,なんてこった
Suval(只今編曲中),2025-03-30 05:52:54+00:00,18にしては若すぎるせいだね
桜はる,2025-03-30 06:39:46+00:00,やっぱり魚には無理だったか
SR.しゃけたろう,2025-03-30 08:32:30+00:00,どんまい、身長...
さうあ SAUA,2025-03-30 09:41:22+00:00,"なんででしょうね？童顔で身長が...
BANされるだなんてえるくんもう今年で19歳じゃ…？"
The Herald-Times,2025-03-30 03:00:30+00:00,"If ByteDance does not divest TikTok by April 5, the app could go dark once again. President Trump has already addressed how he plans to prevent the ban."
PatriotDadEV2.0,2025-03-26 04:41:01+00:00,"So who wants to see the most absurdly stupid example of Tiktok censorship?

This platform isn't even trying to be a decent place to visit anymore."
Shane Hassard,2025-03-26 05:07:48+00:00,"I usually don't name my food, but to each his own."
PatriotDadEV2.0,2025-03-26 05:19:50+00:00,"He's a pet, but will become food if he doesn't lighten up. Aggressive turkeys can't stay. We treat our chickens the same way. As soon as they get aggressive, they become dinner."
East_Coast_Bull,2025-03-26 05:52:30+00:00,Bro I get violations for no reasons on my own posts!!! Don't say nothing wrong!!! Where can u report it u got the link?
PatriotDadEV2.0,2025-03-26 05:54:33+00:00,https://regulations.gov/docket/FTC-2025-0023/document?withinCommentPeriod=true…
Karole,2025-03-26 04:56:22+00:00,"Again, I don't understand why you would use TikTok. I would say that they are mostly liberals anyway."
Clokkr,2025-03-26 04:57:34+00:00,Tiktok is fucking cooked bro. I hope by the end of next month that app rots into the depth of the deepest abyss known to man.
Oneliner,2025-03-26 04:59:41+00:00,Simon Says eat me for Thanksgiving
Madragoric,2025-03-26 05:03:37+00:00,Oh Tic Tok …
Clerpatriot,2025-03-26 05:13:45+00:00,I’m so over this
Tha Duece,2025-03-26 05:28:27+00:00,Trump and Republicans take power then ignore social media censorship they got smart and stopped messing with top tier influencer now they harrass mid and lower end ones ppl who can't cause to much problems unless they get lucky and shame on big accounts for not pointing this out
Saint,2025-03-26 08:35:54+00:00,TikTok’s been kinda bad at censoring since the days following Jan 6th honestly.  Jan 6 they had thousands of videos showing the day by Jan 10th they were all gone.  Someone got to TikTok.
M glad,2025-03-26 09:39:34+00:00,"I've been banned from LinkedIn with NO explanation of why.
I am betting that it is100% because I am a Trump supporter.
The owner of LinkedIn threw a load of money into dumbocrats. 

The best part is that I haven't received a single email from annoying headhunters since."
Dahlila,2025-03-26 11:59:39+00:00,"Yeap and everyone was on here bitching to save TikTok, 
I said they should keep it down.
It's just a bunch of democrats bitching about Trump and
selling shit made in china....
But most of you get your material from TikTok.

Trump did them a favor by keeping TikTok alive just so"
debbieDoRight,2025-03-26 12:35:52+00:00,"To be fair, the people doing this to you probably think babies come from the stork; meat from the meat fairy, so there's that"
ᗯᗩTᑕᕼᗰᗩᑎᵁﮐᴬ,2025-03-26 12:55:15+00:00,"Hey man, here’s how they’re doing it on all platforms
The problem is, they’ve decided what is considered “violent and hateful speech”"
☆Abe Froman☆,2025-03-26 13:31:15+00:00,"The worst part is the appeal process, where you CANNOT even explain.  'Check one of these boxes which do not reflect the basis of your appeal.'"
ᗯᗩTᑕᕼᗰᗩᑎᵁﮐᴬ,2025-03-26 14:08:49+00:00,"Grok even knows some of what’s going on
Notice also he says X’s compliance with government requests is up to 71% I am also including a screenshot of an email I received from X stating that the EU is withholding information on a meme I posted about pedophiles that was flagged for"
Moogie1,2025-03-26 14:47:02+00:00,The “moderators “ for the social media platforms are usually young people who have been indoctrinated by the government schools. Sad.
Terry White,2025-03-26 16:45:35+00:00,I'm sorry that is so funny though!!!
wtfisgoingon2021,2025-03-26 19:34:22+00:00,I got one for commenting that a character from the tv show Yellowstone needed her  kicked
Sheri Hettiger,2025-03-26 22:22:14+00:00,Unbelievable
DLM,2025-03-26 23:53:42+00:00,Simon’s a gorgeous Bourbon Red!
M Espinals2007,2025-03-27 00:28:48+00:00,
Domestic Terrorist Grandma,2025-03-28 20:10:52+00:00,I'm doing my part here in Florida. I need some good suggestions for Pro Elon and liberal triggering. Any suggestions? I need them before tomorrow! THANKS!
Caressa,2025-03-31 03:03:35+00:00,I hope other conservative Tik tok media content creators file a class action suit against Tik tok.
Conk4542,2025-03-26 04:47:13+00:00,"I got a comment removed for saying Psychos were destroying cars... Yet democrats can say, "" The only good MAGA person is a dead one,"" and other horrible shit like that. If you report it, they just say nothing wrong here. It's blatantly left wing censorship bullshit."
Justin W,2025-03-26 04:49:32+00:00,I had a TikTok channel with a little over 200 K followers. I pissed off a group of crazy liberals. They all joined and mass reported all my new and old videos. I won appeal after appeal. But finally gave up after months of fighting. Eventually the banned my whole account. Stupid
TeresaLynn,2025-03-26 05:09:00+00:00,"They took my account down tonight cause in my opinion, I started talking about people they didn't want me to"
Maria Marte,2025-03-26 12:50:37+00:00,If this keeps up maybe President Trump should block Tik Tok like democrats wanted to do at the beginning of January 2025. Maybe Tik Tok forgot who saved them.
Lauren,2025-03-30 17:57:58+00:00,The TikTok ban is coming back … any updates there?
Fosters Daily Democrat,2025-03-30 00:00:22+00:00,"If ByteDance does not divest TikTok by April 5, the app could go dark once again. President Trump has already addressed how he plans to prevent the ban."
The Father,2025-03-21 00:56:06+00:00,I got banned on TikTok live for a week for harassment because I asked my chat if they were being gay again
Snifferish,2025-03-21 13:29:30+00:00,"Crazy how they ban you for that, while I’ve had to delete like 100+ comments of people calling me the f slur because I included a rainbow banner on my Minecraft build  tiktoks moderation is in the toilet"
Rose,2025-03-21 00:57:32+00:00,"I wonder if you worded it more posh you'd be in trouble still

""Chat are you exhibiting your homoromantic relations again?"""
tea/isla,2025-03-21 01:00:08+00:00,that's like getting banned for asking if the sky is blue
marsh,2025-03-21 06:09:14+00:00,there is no way
⭑KAY⭑IS SEEING SKZ 6/18,2025-03-21 02:30:59+00:00,i got banned on tiktok live for a week for harassment and bullying for saying tubbo
Doom Patrol,2025-03-21 01:46:36+00:00,TikTok Live is very strict on what you can and can’t say and there is no way to supply context to anything for the unban
alastair (they/them),2025-03-21 00:57:19+00:00,TikTok silenced you because you spoke the truth
Moon,2025-03-21 01:00:20+00:00,What?/??/
juni !,2025-03-21 00:59:16+00:00,they're silencing my goat
nat,2025-03-21 01:22:11+00:00,well maybe don’t call us gay
"𝐀𝐑𝐓𝐈𝐒𝐓 ""underscore"" 𝐅𝐑𝐈𝐃𝐀",2025-03-21 08:30:55+00:00,but were they
zero,2025-03-21 00:56:27+00:00,john tiktok got your ass
rest in peace techno,2025-03-21 01:22:04+00:00,mf you get banned on tiktok live every time you use it
★,2025-03-21 02:31:34+00:00,Ok but were they?
✿Pigeon On A Chair,2025-03-21 08:14:48+00:00,Okay but. Were they
luciel,2025-03-21 00:56:21+00:00,bruh
Oddity,2025-03-21 00:56:22+00:00,WHAT
Cat,2025-03-21 00:57:06+00:00,how many times does this make
lav,2025-03-21 00:57:14+00:00,
Moon,2025-03-21 00:58:01+00:00,LMAO
leah,2025-03-21 01:03:17+00:00,well were they
Nova,2025-03-21 01:06:00+00:00,The lgbtq+ community has not forgiven sneegsnag /j
Toph,2025-03-21 01:10:13+00:00,wait really!!?
Jam,2025-03-21 01:30:47+00:00,Deserved
Tide,2025-03-21 04:30:45+00:00,I mean they probably were . You’re being banned for speaking the truth
SebastianS,2025-03-21 08:45:59+00:00,Did you find out tho?
• Maxx •,2025-03-21 20:21:40+00:00,Well were they?
mads,2025-03-22 01:29:44+00:00,were they? pls answer i need to know #fomo
Q,2025-03-22 03:51:56+00:00,that aint bullying. thats an astute observation
Luxe ✧,2025-03-28 17:14:34+00:00,Dylan Page has been banned on TikTok despite having no Community Guideline Violations
MDee,2025-03-28 17:46:50+00:00,He is having a horrible month
Shashi kumar K R,2025-03-28 17:15:42+00:00,That makes no sense! No violations and still banned? TikTok needs to sort this out!
xyz,2025-03-29 01:23:11+00:00,free my goat
big jawn studd,2025-03-29 01:39:02+00:00,They don’t want you to talk about Palestine and it shows
COMMEdesGARCONS1973 _,2025-03-28 19:24:43+00:00,nose job soon
S,2025-03-28 20:18:09+00:00,1st of april is soon
Elon Musk,2025-03-10 14:36:27+00:00,You can tell who the bad guys are by who is demanding censorship
Oleg Kostour,2025-03-10 17:30:05+00:00,India has TikTok banned and I don't see you saying anything about Modi. Massive double standard.
Columbus Dispatch,2025-03-29 11:45:12+00:00,"If ByteDance does not divest TikTok by April 5, the app could go dark once again. President Trump has already addressed how he plans to prevent the ban."
President Obonjo,2025-03-29 20:25:11+00:00,"Hi 
@grok
 700,000 followers follow me on Tik Tok. , Why are so many people following a fictional African leader.?"
Grok,2025-03-29 20:28:19+00:00,"President Obonjo, a fictional African leader created by comedian Benjamin Bello, likely has 700k TikTok followers due to his viral, satirical content on politics. His humor resonates globally, often mistaken as real, boosting his reach. Despite controversies, like a TikTok ban for being reported as a warlord, his engaging skits keep fans hooked."
President Obonjo,2025-03-29 20:30:26+00:00,How do you know he was created by a comedian is this not a false narrative by the western media. ?
